Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Materials,fe3_o2,al2_o3,ca_o,mg_o,s_o3,loi,fine,gravity,na2_si_o3,na_o_h,fine_aggregates,coarse_aggregates,bulk_density,fineness_modulus,water_absorption,duration,temperature,totalCostsTon,totalCo2_footprintTon,totalDelivery_time,fc_28dGroundTruth,fc_28d_Lab_validation
63,410,246.0,0.6,16.4,1728.0,"Fly Ash/GGBFS-0.5/0.5, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.52,23.27,18.3,4.57,0.62,3.49,403.0,2.73,20,8,45,55,1.48,5.17,1.18,1,60,109.65,120.16,5,49.91,NaN
64,420,189.0,0.45,16.8,1775.0,"Fly Ash/GGBFS-0.5/0.5, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.52,23.27,18.3,4.57,0.62,3.49,403.0,2.73,20,8,45,55,1.48,5.17,1.18,1,60,103.31,108.36,5,57.54,NaN
65,420,210.0,0.5,16.8,1754.0,"Fly Ash/GGBFS-0.5/0.5, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.52,23.27,18.3,4.57,0.62,3.49,403.0,2.73,20,8,45,55,1.48,5.17,1.18,1,60,105.92,113.09,5,64.28,NaN
66,420,231.0,0.55,16.8,1733.0,"Fly Ash/GGBFS-0.5/0.5, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.52,23.27,18.3,4.57,0.62,3.49,403.0,2.73,20,8,45,55,1.48,5.17,1.18,1,60,108.53,117.82,5,50.64,NaN
67,420,252.0,0.6,16.8,1712.0,"Fly Ash/GGBFS-0.5/0.5, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.52,23.27,18.3,4.57,0.62,3.49,403.0,2.73,20,8,45,55,1.48,5.17,1.18,1,60,111.14,122.54,5,49.44,NaN
68,430,193.5,0.45,17.2,1760.5,"Fly Ash/GGBFS-0.5/0.5, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.52,23.27,18.3,4.57,0.62,3.49,403.0,2.73,20,8,45,55,1.48,5.17,1.18,1,60,104.6,110.4,5,56.66,NaN
69,430,215.0,0.5,17.2,1739.0,"Fly Ash/GGBFS-0.5/0.5, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.52,23.27,18.3,4.57,0.62,3.49,403.0,2.73,20,8,45,55,1.48,5.17,1.18,1,60,107.27,115.24,5,63.47,NaN
70,430,236.5,0.55,17.2,1717.5,"Fly Ash/GGBFS-0.5/0.5, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.52,23.27,18.3,4.57,0.62,3.49,403.0,2.73,20,8,45,55,1.48,5.17,1.18,1,60,109.95,120.09,5,51.92,NaN
71,430,258.0,0.6,17.2,1696.0,"Fly Ash/GGBFS-0.5/0.5, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.52,23.27,18.3,4.57,0.62,3.49,403.0,2.73,20,8,45,55,1.48,5.17,1.18,1,60,112.62,124.93,5,50.93,NaN
72,440,198.0,0.45,17.6,1746.0,"Fly Ash/GGBFS-0.5/0.5, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.52,23.27,18.3,4.57,0.62,3.49,403.0,2.73,20,8,45,55,1.48,5.17,1.18,1,60,105.9,112.45,5,55.78,NaN
73,440,220.0,0.5,17.6,1724.0,"Fly Ash/GGBFS-0.5/0.5, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.52,23.27,18.3,4.57,0.62,3.49,403.0,2.73,20,8,45,55,1.48,5.17,1.18,1,60,108.63,117.4,5,62.65,NaN
74,440,242.0,0.55,17.6,1702.0,"Fly Ash/GGBFS-0.5/0.5, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.52,23.27,18.3,4.57,0.62,3.49,403.0,2.73,20,8,45,55,1.48,5.17,1.18,1,60,111.37,122.36,5,53.2,NaN
75,440,264.0,0.6,17.6,1680.0,"Fly Ash/GGBFS-0.5/0.5, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.52,23.27,18.3,4.57,0.62,3.49,403.0,2.73,20,8,45,55,1.48,5.17,1.18,1,60,114.1,127.31,5,52.42,NaN
76,450,202.5,0.45,18.0,1731.5,"Fly Ash/GGBFS-0.5/0.5, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.52,23.27,18.3,4.57,0.62,3.49,403.0,2.73,20,8,45,55,1.48,5.17,1.18,1,60,107.19,114.49,5,54.97,NaN
77,450,225.0,0.5,18.0,1709.0,"Fly Ash/GGBFS-0.5/0.5, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.52,23.27,18.3,4.57,0.62,3.49,403.0,2.73,20,8,45,55,1.48,5.17,1.18,1,60,109.99,119.56,5,61.9,NaN
78,450,247.5,0.55,18.0,1686.5,"Fly Ash/GGBFS-0.5/0.5, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.52,23.27,18.3,4.57,0.62,3.49,403.0,2.73,20,8,45,55,1.48,5.17,1.18,1,60,112.79,124.63,5,54.38,NaN
79,450,270.0,0.6,18.0,1664.0,"Fly Ash/GGBFS-0.5/0.5, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.52,23.27,18.3,4.57,0.62,3.49,403.0,2.73,20,8,45,55,1.48,5.17,1.18,1,60,115.58,129.69,5,53.79,NaN
80,360,162.0,0.45,14.4,1862.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,76.54,71.91,5,43.32,NaN
81,360,180.0,0.5,14.4,1844.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,78.78,75.96,5,47.92,NaN
82,360,198.0,0.55,14.4,1826.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,81.02,80.01,5,46.87,NaN
83,360,216.0,0.6,14.4,1808.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,83.25,84.07,5,43.38,NaN
84,370,166.5,0.45,14.8,1847.5,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,77.75,73.9,5,42.95,NaN
85,370,185.0,0.5,14.8,1829.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,80.05,78.07,5,48.47,NaN
86,370,203.5,0.55,14.8,1810.5,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,82.35,82.24,5,46.49,NaN
87,370,222.0,0.6,14.8,1792.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,84.65,86.4,5,46.2,NaN
88,380,171.0,0.45,15.2,1833.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,78.97,75.9,5,43.58,NaN
89,380,190.0,0.5,15.2,1814.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,81.33,80.18,5,47.91,NaN
90,380,209.0,0.55,15.2,1795.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,83.69,84.46,5,46.12,NaN
91,380,228.0,0.6,15.2,1776.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,86.05,88.74,5,46.27,46.27
92,390,175.5,0.45,15.6,1818.5,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,80.18,77.9,5,44.21,44.21
93,390,195.0,0.5,15.6,1799.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,82.6,82.29,5,48.75,48.75
94,390,214.5,0.55,15.6,1779.5,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,85.03,86.68,5,45.75,45.75
95,390,234.0,0.6,15.6,1760.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,87.45,91.07,5,46.35,46.35
96,400,180.0,0.45,16.0,1804.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,81.39,79.9,5,44.85,44.85
97,400,200.0,0.5,16.0,1784.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,83.88,84.4,5,49.59,49.59
98,400,220.0,0.55,16.0,1764.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,86.36,88.9,5,45.38,45.38
99,400,240.0,0.6,16.0,1744.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,88.85,93.41,5,46.42,46.42
100,410,184.5,0.45,16.4,1789.5,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,82.61,81.89,5,45.48,45.48
101,410,205.0,0.5,16.4,1769.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,85.15,86.51,5,50.43,NaN
102,410,225.5,0.55,16.4,1748.5,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,87.7,91.13,5,45.02,NaN
103,410,246.0,0.6,16.4,1728.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,90.25,95.74,5,46.5,NaN
104,420,189.0,0.45,16.8,1775.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,83.82,83.89,5,46.08,NaN
105,420,210.0,0.5,16.8,1754.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,86.43,88.62,5,51.22,NaN
106,420,231.0,0.55,16.8,1733.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,89.04,93.35,5,44.67,NaN
107,420,252.0,0.6,16.8,1712.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,91.65,98.08,5,46.57,NaN
108,430,193.5,0.45,17.2,1760.5,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,85.03,85.89,5,46.01,NaN
109,430,215.0,0.5,17.2,1739.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,87.7,90.73,5,51.04,NaN
110,430,236.5,0.55,17.2,1717.5,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,90.38,95.57,5,43.71,NaN
111,430,258.0,0.6,17.2,1696.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,93.05,100.41,5,46.27,NaN
112,440,198.0,0.45,17.6,1746.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,86.25,87.89,5,45.96,NaN
113,440,220.0,0.5,17.6,1724.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,88.98,92.84,5,50.89,NaN
114,440,242.0,0.55,17.6,1702.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,91.71,97.79,5,42.91,NaN
115,440,264.0,0.6,17.6,1680.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,94.45,102.75,5,46.01,NaN
116,450,202.5,0.45,18.0,1731.5,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,87.46,89.88,5,45.88,NaN
117,450,225.0,0.5,18.0,1709.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,90.25,94.95,5,50.69,NaN
118,450,247.5,0.55,18.0,1686.5,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,93.05,100.02,5,41.85,NaN
119,450,270.0,0.6,18.0,1664.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,25,95.85,105.08,5,45.68,NaN
120,360,162.0,0.45,14.4,1862.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,92.54,94.36,5,55.57,NaN
121,360,180.0,0.5,14.4,1844.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,94.78,98.41,5,57.37,NaN
122,360,198.0,0.55,14.4,1826.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,97.02,102.46,5,53.39,NaN
123,360,216.0,0.6,14.4,1808.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,99.25,106.52,5,51.22,NaN
124,370,166.5,0.45,14.8,1847.5,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,93.75,96.35,5,56.11,NaN
125,370,185.0,0.5,14.8,1829.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,96.05,100.52,5,58.2,NaN
126,370,203.5,0.55,14.8,1810.5,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,98.35,104.69,5,54.32,NaN
